 [File Information]      		 [Data Line]	36
Measured Date	2024/05/27 092524
ID		Version	11.0
Name	oceane_1	[HeaderType]	11.0/11.0
Comment	
[Measurement Info.]
Holder Location	       0
Block Design	Off     
Pre.Rest Time	       0
Task Time	       0
Pos.Rest Time	       0
Loop	       0
Averaging	       1
Total Points	     844
[.INF File]
Filename	Cognitive1.INF
[Condition-1]
HV Switching	OFF
 R1 ,R2 ,R3 ,R4 ,R5 ,R6 ,R7 ,R8 
 120.00, 70.00,120.00,100.00, 90.00, 70.00,120.00,120.00
 Gain(X1,X4,X16,X64)
 R1 ,R2 ,R3 ,R4 ,R5 ,R6 ,R7 ,R8 
 1,1,1,1,1,1,1,1
[Analysis Condition]
Smoothed Type	None            
Smoothed Points	       0
Smoothed Loop	       0
Baseline Method	None            
Baseline location	
[Text Info.]
Output Mode	Continious      	Task No.		Data Type	Hb      
Time Range	    0.00	   63.23	Averaing	1
(1,3)(5,3)(5,7)(2,7)(2,4)(6,4)(6,8)(1,1)(3,3)(5,5)(7,7)(2,2)(4,4)(6,6)(8,8)(3,1)(3,5)(7,5)(7,2)(4,2)(4,6)(8,6)
         	     	     	     	    ch- 1	    ch- 1	    ch- 1	    ch- 2	    ch- 2	    ch- 2	    ch- 3	    ch- 3	    ch- 3	    ch- 4	    ch- 4	    ch- 4	    ch- 5	    ch- 5	    ch- 5	    ch- 6	    ch- 6	    ch- 6	    ch- 7	    ch- 7	    ch- 7	    ch- 8	    ch- 8	    ch- 8	    ch- 9	    ch- 9	    ch- 9	    ch-10	    ch-10	    ch-10	    ch-11	    ch-11	    ch-11	    ch-12	    ch-12	    ch-12	    ch-13	    ch-13	    ch-13	    ch-14	    ch-14	    ch-14	    ch-15	    ch-15	    ch-15	    ch-16	    ch-16	    ch-16	    ch-17	    ch-17	    ch-17	    ch-18	    ch-18	    ch-18	    ch-19	    ch-19	    ch-19	    ch-20	    ch-20	    ch-20	    ch-21	    ch-21	    ch-21	    ch-22	    ch-22	    ch-22
Time(sec)	Task	Mark	Count	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb
     0.000	0	0Z	    0	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000
     0.075	0	0	    0	    0.007228	    0.015790	    0.023019	    0.000823	    0.006133	    0.006957	   -0.008377	    0.015982	    0.007605	   -0.001882	    0.004732	    0.002851	    0.003812	    0.010866	    0.014678	   -0.000932	    0.014489	    0.013557	    0.012148	    0.049739	    0.061887	   -0.002156	    0.003733	    0.001577	    0.001907	    0.002186	    0.004094	   -0.010740	    0.071122	    0.060382	   -0.000800	   -0.004082	   -0.004883	    0.001136	    0.001922	    0.003059	   -0.000928	    0.014949	    0.014021	    0.006174	    0.020948	    0.027122	    0.025437	   -0.005863	    0.019574	   -0.006770	    0.001481	   -0.005289	   -0.012326	    0.036613	    0.024288	    0.008160	   -0.024383	   -0.016223	   -0.000471	   -0.002845	   -0.003316	   -0.002368	    0.001084	   -0.001284	   -0.011724	    0.002272	   -0.009452	    0.042937	    0.042821	    0.085758
     0.150	0	0	    0	    0.008874	    0.005278	    0.014152	   -0.002732	    0.006259	    0.003527	   -0.009486	    0.013509	    0.004023	    0.001543	   -0.000883	    0.000660	    0.005106	    0.006587	    0.011693	   -0.003141	    0.003890	    0.000749	    0.027224	    0.042975	    0.070199	   -0.005011	    0.003103	   -0.001908	   -0.001299	    0.002523	    0.001224	   -0.012981	    0.064073	    0.051092	   -0.002096	   -0.004611	   -0.006707	    0.000092	    0.001105	    0.001197	   -0.000205	    0.014819	    0.014614	    0.008839	    0.032110	    0.040949	    0.033399	    0.031252	    0.064651	   -0.008637	   -0.003410	   -0.012047	   -0.007900	    0.030559	    0.022659	    0.007074	   -0.023392	   -0.016319	   -0.001049	   -0.002803	   -0.003852	   -0.000687	   -0.001000	   -0.001687	   -0.013696	   -0.005054	   -0.018751	    0.053170	    0.065485	    0.118655
     0.225	0	0	    0	    0.011183	    0.000664	    0.011847	   -0.000758	    0.001146	    0.000388	    0.007127	   -0.002917	    0.004210	    0.005276	   -0.003470	    0.001806	    0.004494	    0.006825	    0.011319	    0.008384	   -0.008667	   -0.000283	    0.043173	    0.044832	    0.088005	   -0.008453	   -0.001042	   -0.009494	    0.001032	   -0.000104	    0.000928	   -0.010209	    0.061549	    0.051339	   -0.002469	   -0.003689	   -0.006158	   -0.000858	    0.000180	   -0.000677	    0.000304	    0.012093	    0.012398	   -0.013975	    0.029738	    0.015763	   -0.024376	    0.005196	   -0.019180	   -0.003645	   -0.007031	   -0.010676	   -0.002850	    0.025547	    0.022698	    0.001192	   -0.018066	   -0.016873	   -0.001609	   -0.002208	   -0.003817	   -0.001261	   -0.001725	   -0.002985	   -0.003841	   -0.004662	   -0.008503	    0.035802	    0.081358	    0.117160
     0.300	0	0	    0	    0.017329	    0.004669	    0.021998	   -0.000292	    0.001653	    0.001360	   -0.006123	    0.011879	    0.005755	    0.006352	   -0.001181	    0.005171	    0.008281	    0.009964	    0.018244	   -0.002064	    0.015898	    0.013834	    0.024149	    0.070463	    0.094613	   -0.002107	   -0.004950	   -0.007056	   -0.003207	    0.003392	    0.000184	   -0.024370	    0.089930	    0.065561	    0.000327	   -0.004993	   -0.004666	    0.000573	   -0.001057	   -0.000485	   -0.004137	    0.017451	    0.013314	   -0.008130	    0.002192	   -0.005938	    0.004967	   -0.087653	   -0.082687	   -0.004883	    0.002665	   -0.002218	   -0.008742	    0.031179	    0.022437	    0.010708	   -0.026755	   -0.016047	   -0.000416	   -0.001668	   -0.002084	   -0.001845	    0.000239	   -0.001606	    0.001380	    0.001377	    0.002757	    0.012604	    0.043300	    0.055904
     0.375	0	0	    0	    0.028264	   -0.009147	    0.019118	   -0.001305	    0.004042	    0.002737	   -0.001474	    0.007797	    0.006323	    0.009273	   -0.002276	    0.006998	    0.011525	    0.006976	    0.018501	   -0.002646	    0.021554	    0.018908	    0.026301	    0.050559	    0.076860	    0.009723	   -0.004362	    0.005361	   -0.002145	    0.000059	   -0.002086	   -0.028917	    0.087586	    0.058669	    0.001076	   -0.004278	   -0.003201	   -0.000717	   -0.000557	   -0.001274	   -0.003787	    0.013715	    0.009928	   -0.006673	    0.005782	   -0.000892	   -0.020359	   -0.091014	   -0.111373	    0.004440	    0.002109	    0.006549	   -0.003446	    0.021474	    0.018029	    0.013680	   -0.032042	   -0.018362	   -0.000552	   -0.000860	   -0.001412	    0.000498	    0.000250	    0.000748	    0.014568	    0.008181	    0.022749	    0.012636	    0.023165	    0.035802
     0.450	0	0	    0	    0.023140	    0.001650	    0.024790	    0.001871	    0.001023	    0.002894	   -0.000222	    0.003252	    0.003030	    0.009993	   -0.004486	    0.005507	    0.013034	    0.002963	    0.015997	   -0.004119	    0.022144	    0.018025	    0.035042	    0.039033	    0.074075	    0.012175	    0.003772	    0.015948	   -0.004320	    0.001214	   -0.003106	   -0.013810	    0.070348	    0.056538	    0.000757	   -0.003471	   -0.002714	    0.000562	   -0.001735	   -0.001174	   -0.006831	    0.015616	    0.008785	   -0.011670	    0.009032	   -0.002638	   -0.042140	   -0.095714	   -0.137853	    0.013617	    0.009899	    0.023517	   -0.007728	    0.029454	    0.021726	    0.009059	   -0.028564	   -0.019505	   -0.000699	   -0.000198	   -0.000897	    0.001355	    0.002604	    0.003959	    0.021379	    0.029655	    0.051035	    0.024650	    0.033288	    0.057938
     0.525	0	0	    0	    0.018187	    0.012188	    0.030375	   -0.001043	    0.005082	    0.004039	   -0.003244	    0.005311	    0.002067	    0.007446	   -0.000617	    0.006829	    0.004500	    0.013192	    0.017692	   -0.013847	    0.026289	    0.012442	    0.009550	    0.054724	    0.064274	    0.014962	    0.004939	    0.019901	   -0.005067	    0.002171	   -0.002897	   -0.004753	    0.062573	    0.057820	    0.000147	   -0.003146	   -0.002999	   -0.000985	    0.000002	   -0.000984	   -0.008087	    0.013547	    0.005460	   -0.007657	    0.004058	   -0.003599	   -0.047536	   -0.097270	   -0.144807	    0.019938	    0.018865	    0.038803	   -0.008742	    0.031179	    0.022437	    0.004517	   -0.022948	   -0.018431	   -0.002133	   -0.000006	   -0.002139	    0.001021	    0.003190	    0.004211	    0.019969	    0.039903	    0.059872	    0.015362	    0.050359	    0.065722
     0.600	0	0	    0	    0.017632	    0.009492	    0.027124	    0.006023	   -0.001734	    0.004289	   -0.001370	    0.002973	    0.001603	    0.007781	   -0.000604	    0.007177	    0.004533	    0.012145	    0.016678	   -0.003831	    0.019978	    0.016147	    0.012678	    0.027088	    0.039767	    0.008352	    0.015489	    0.023841	   -0.004677	    0.001677	   -0.003000	    0.002307	    0.051747	    0.054054	    0.000385	   -0.003391	   -0.003006	   -0.002584	   -0.000213	   -0.002797	   -0.011505	    0.017041	    0.005537	   -0.008038	    0.001063	   -0.006975	   -0.045518	   -0.103536	   -0.149054	    0.010733	    0.023689	    0.034423	   -0.014486	    0.033645	    0.019159	    0.006751	   -0.028515	   -0.021764	   -0.002776	   -0.000446	   -0.003222	   -0.000537	    0.004466	    0.003929	    0.008103	    0.041739	    0.049842	   -0.039700	    0.031202	   -0.008498
