 [File Information]      		 [Data Line]	36
Measured Date	2024/05/27 100900
ID		Version	11.0
Name	oceane_7	[HeaderType]	11.0/11.0
Comment	
[Measurement Info.]
Holder Location	       0
Block Design	Off     
Pre.Rest Time	       0
Task Time	       0
Pos.Rest Time	       0
Loop	       0
Averaging	       1
Total Points	     840
[.INF File]
Filename	Cognitive1.INF
[Condition-1]
HV Switching	OFF
 R1 ,R2 ,R3 ,R4 ,R5 ,R6 ,R7 ,R8 
 120.00, 70.00,120.00,100.00, 90.00, 70.00,120.00,120.00
 Gain(X1,X4,X16,X64)
 R1 ,R2 ,R3 ,R4 ,R5 ,R6 ,R7 ,R8 
 1,1,1,1,1,1,1,1
[Analysis Condition]
Smoothed Type	None            
Smoothed Points	       0
Smoothed Loop	       0
Baseline Method	None            
Baseline location	
[Text Info.]
Output Mode	Continious      	Task No.		Data Type	Hb      
Time Range	    0.00	   62.93	Averaing	1
(1,3)(5,3)(5,7)(2,7)(2,4)(6,4)(6,8)(1,1)(3,3)(5,5)(7,7)(2,2)(4,4)(6,6)(8,8)(3,1)(3,5)(7,5)(7,2)(4,2)(4,6)(8,6)
         	     	     	     	    ch- 1	    ch- 1	    ch- 1	    ch- 2	    ch- 2	    ch- 2	    ch- 3	    ch- 3	    ch- 3	    ch- 4	    ch- 4	    ch- 4	    ch- 5	    ch- 5	    ch- 5	    ch- 6	    ch- 6	    ch- 6	    ch- 7	    ch- 7	    ch- 7	    ch- 8	    ch- 8	    ch- 8	    ch- 9	    ch- 9	    ch- 9	    ch-10	    ch-10	    ch-10	    ch-11	    ch-11	    ch-11	    ch-12	    ch-12	    ch-12	    ch-13	    ch-13	    ch-13	    ch-14	    ch-14	    ch-14	    ch-15	    ch-15	    ch-15	    ch-16	    ch-16	    ch-16	    ch-17	    ch-17	    ch-17	    ch-18	    ch-18	    ch-18	    ch-19	    ch-19	    ch-19	    ch-20	    ch-20	    ch-20	    ch-21	    ch-21	    ch-21	    ch-22	    ch-22	    ch-22
     0.675	0	0	    0	    0.008552	    0.021088	    0.029640	    0.006474	   -0.005978	    0.000496	    0.011063	   -0.010396	    0.000668	    0.009151	    0.002622	    0.011773	    0.010904	    0.003240	    0.014144	    0.006325	   -0.012351	   -0.006026	    0.028020	   -0.010039	    0.017981	   -0.005610	   -0.003316	   -0.008926	    0.022745	    0.011076	    0.033821	    0.005727	   -0.006056	   -0.000330	    0.004929	   -0.003014	    0.001915	    0.003191	   -0.001851	    0.001340	    0.006140	    0.005781	    0.011921	    0.008673	   -0.011391	   -0.002718	    0.024332	    0.013290	    0.037622	    0.022262	    0.002458	    0.024719	    0.027244	    0.004913	    0.032158	    0.008555	    0.000207	    0.008763	    0.010324	    0.001190	    0.011514	    0.012434	   -0.000478	    0.011956	    0.003615	    0.002533	    0.006148	   -0.007425	    0.002738	   -0.004687
     0.750	0	0	    0	    0.019798	    0.003971	    0.023768	    0.002960	   -0.005713	   -0.002752	    0.006325	   -0.010590	   -0.004265	    0.009373	    0.002453	    0.011827	    0.016830	   -0.000217	    0.016613	    0.002462	   -0.018148	   -0.015686	    0.020958	   -0.004645	    0.016313	   -0.011706	   -0.010367	   -0.022073	    0.024576	    0.005946	    0.030522	    0.005838	   -0.006518	   -0.000680	    0.003161	   -0.002044	    0.001117	    0.003557	   -0.002962	    0.000595	    0.006542	    0.007742	    0.014284	    0.001771	   -0.011803	   -0.010033	    0.012238	    0.021434	    0.033672	    0.014880	   -0.005957	    0.008923	    0.027050	    0.005410	    0.032459	    0.005047	   -0.000111	    0.004936	    0.006620	    0.001505	    0.008125	    0.014587	    0.001444	    0.016031	    0.006929	   -0.001441	    0.005488	   -0.009889	   -0.006245	   -0.016134
     0.825	0	0	    0	    0.017440	    0.009844	    0.027284	    0.002669	   -0.003459	   -0.000790	    0.002029	   -0.006762	   -0.004732	    0.009632	    0.000557	    0.010189	    0.019227	    0.001900	    0.021128	    0.000043	   -0.013949	   -0.013906	    0.011592	    0.003450	    0.015042	   -0.016831	   -0.024236	   -0.041067	    0.024189	    0.003194	    0.027383	    0.008400	   -0.003312	    0.005088	    0.006757	   -0.003779	    0.002978	    0.002216	   -0.002676	   -0.000460	    0.016218	    0.003608	    0.019827	   -0.005248	   -0.002141	   -0.007389	    0.017497	    0.021216	    0.038713	    0.005505	   -0.021834	   -0.016329	    0.030952	    0.005281	    0.036233	    0.005160	   -0.002880	    0.002280	    0.004661	   -0.002020	    0.002641	    0.016132	    0.003295	    0.019427	    0.006750	    0.002601	    0.009351	   -0.010230	   -0.008023	   -0.018253
     0.900	0	0	    0	    0.025293	   -0.001011	    0.024282	    0.004022	   -0.004589	   -0.000566	    0.000089	   -0.005236	   -0.005147	    0.009692	   -0.001335	    0.008357	    0.023710	    0.001015	    0.024725	   -0.000739	   -0.020339	   -0.021078	    0.011788	    0.004385	    0.016172	   -0.024230	   -0.037858	   -0.062088	    0.019295	    0.003324	    0.022618	    0.011352	    0.001205	    0.012557	    0.007320	   -0.001051	    0.006269	    0.001214	   -0.004117	   -0.002903	    0.018736	    0.004878	    0.023614	   -0.009511	    0.000249	   -0.009262	    0.015159	    0.022542	    0.037701	   -0.007628	   -0.037019	   -0.044647	    0.032049	    0.008501	    0.040551	    0.004709	   -0.002385	    0.002324	    0.002950	   -0.004481	   -0.001531	    0.018719	   -0.001036	    0.017683	    0.010921	    0.000433	    0.011354	   -0.020020	   -0.006344	   -0.026363
     0.975	0	0	    0	    0.027404	   -0.008482	    0.018921	    0.003195	   -0.003959	   -0.000764	    0.000004	   -0.004249	   -0.004245	    0.007502	    0.000245	    0.007747	    0.025507	    0.001590	    0.027097	   -0.005698	   -0.019176	   -0.024874	    0.012922	    0.007931	    0.020854	   -0.025279	   -0.047801	   -0.073080	    0.016082	    0.002451	    0.018533	    0.010893	    0.005357	    0.016250	    0.007190	   -0.001137	    0.006052	   -0.001029	   -0.005594	   -0.006623	    0.017560	    0.010202	    0.027762	   -0.012366	    0.001784	   -0.010582	    0.021193	    0.023962	    0.045155	   -0.017765	   -0.046959	   -0.064724	    0.032963	    0.010639	    0.043602	    0.004110	   -0.002295	    0.001814	    0.001588	   -0.005571	   -0.003983	    0.013354	    0.002770	    0.016124	    0.007622	    0.005050	    0.012673	   -0.025170	   -0.008613	   -0.033783
     1.050	0	0	    0	    0.019262	    0.005610	    0.024872	    0.000634	   -0.000779	   -0.000145	    0.001146	   -0.007220	   -0.006073	    0.006375	    0.000114	    0.006489	    0.019684	    0.007535	    0.027219	   -0.011058	   -0.016761	   -0.027819	    0.014630	    0.013776	    0.028406	   -0.031157	   -0.049964	   -0.081120	    0.018577	   -0.002782	    0.015795	    0.010380	    0.005735	    0.016116	    0.006292	   -0.001101	    0.005192	   -0.003630	   -0.006600	   -0.010230	    0.014133	    0.016643	    0.030776	   -0.009020	   -0.004032	   -0.013051	    0.022472	    0.025596	    0.048068	   -0.021961	   -0.058219	   -0.080180	    0.033303	    0.009509	    0.042812	    0.003980	   -0.002134	    0.001846	    0.001124	   -0.006084	   -0.004959	    0.007833	    0.006502	    0.014336	    0.002617	    0.009426	    0.012043	   -0.020684	   -0.015916	   -0.036600
     1.125	0	0	    0	    0.024765	    0.000614	    0.025378	   -0.001093	   -0.000374	   -0.001467	   -0.007204	   -0.003138	   -0.010342	    0.005829	    0.000082	    0.005911	    0.023359	    0.007005	    0.030364	   -0.020748	   -0.011969	   -0.032717	   -0.000784	    0.027390	    0.026606	   -0.034570	   -0.052666	   -0.087236	    0.014478	   -0.000131	    0.014346	    0.008970	    0.005388	    0.014357	    0.004911	   -0.000701	    0.004210	   -0.005040	   -0.007432	   -0.012473	    0.012805	    0.018889	    0.031694	   -0.014180	   -0.001919	   -0.016098	    0.023796	    0.028404	    0.052200	   -0.027887	   -0.062800	   -0.090687	    0.030670	    0.011203	    0.041874	    0.003342	   -0.001685	    0.001657	    0.000833	   -0.005614	   -0.004781	    0.007429	    0.004574	    0.012003	    0.000454	    0.010321	    0.010775	   -0.015204	   -0.020625	   -0.035829
     1.200	0	0	    0	    0.015874	   -0.004357	    0.011517	    0.002077	   -0.005350	   -0.003273	   -0.003332	   -0.009194	   -0.012526	    0.004449	   -0.000191	    0.004258	    0.021125	    0.007424	    0.028549	   -0.008662	   -0.030032	   -0.038694	    0.018994	   -0.004050	    0.014944	   -0.037763	   -0.056401	   -0.094164	    0.012684	   -0.001306	    0.011378	    0.007323	    0.005051	    0.012374	    0.004512	   -0.001551	    0.002961	   -0.006535	   -0.008210	   -0.014745	    0.011626	    0.019424	    0.031050	   -0.011738	   -0.009807	   -0.021545	    0.033531	    0.013532	    0.047063	   -0.032116	   -0.066699	   -0.098815	    0.029545	    0.009770	    0.039315	    0.002247	   -0.001933	    0.000314	   -0.000200	   -0.005286	   -0.005487	    0.005774	    0.003129	    0.008903	    0.000000	    0.008082	    0.008083	   -0.018718	   -0.026991	   -0.045709
     1.275	0	0	    0	    0.000353	    0.012474	    0.012827	   -0.002140	   -0.001925	   -0.004065	   -0.007119	   -0.004114	   -0.011233	    0.002005	    0.001237	    0.003242	    0.014974	    0.013493	    0.028467	   -0.017362	   -0.026145	   -0.043507	    0.017283	    0.000987	    0.018269	   -0.039807	   -0.058727	   -0.098534	    0.007150	    0.001419	    0.008569	    0.006063	    0.005467	    0.011530	    0.003022	   -0.001494	    0.001528	   -0.008172	   -0.007921	   -0.016093	    0.007295	    0.022002	    0.029297	   -0.018528	   -0.004547	   -0.023075	    0.033127	    0.016966	    0.050093	   -0.038898	   -0.068521	   -0.107419	    0.026400	    0.010813	    0.037213	    0.000721	   -0.001361	   -0.000640	   -0.001271	   -0.005104	   -0.006375	    0.002624	    0.004799	    0.007424	   -0.004063	    0.009732	    0.005669	   -0.023398	   -0.024549	   -0.047947
     1.350	0	0	    0	    0.008220	    0.002512	    0.010732	   -0.003433	   -0.001346	   -0.004779	   -0.010229	   -0.002945	   -0.013174	    0.001023	    0.001048	    0.002071	    0.016099	    0.011008	    0.027107	   -0.019221	   -0.027391	   -0.046613	    0.006495	    0.008287	    0.014782	   -0.045394	   -0.055538	   -0.100932	    0.003993	    0.000269	    0.004261	    0.004113	    0.005339	    0.009452	    0.001772	   -0.001435	    0.000337	   -0.009444	   -0.008267	   -0.017711	    0.010903	    0.014764	    0.025667	   -0.020193	   -0.003441	   -0.023634	    0.026653	    0.023123	    0.049777	   -0.042498	   -0.071626	   -0.114125	    0.022438	    0.011624	    0.034062	   -0.001075	   -0.001311	   -0.002386	   -0.002992	   -0.004504	   -0.007496	    0.001273	    0.003328	    0.004601	   -0.004999	    0.008155	    0.003156	   -0.022656	   -0.026258	   -0.048914
     1.425	0	0	    0	   -0.003494	    0.023911	    0.020417	   -0.002804	   -0.001482	   -0.004286	   -0.007132	   -0.010666	   -0.017797	   -0.000046	   -0.000063	   -0.000110	    0.011898	    0.015632	    0.027529	   -0.018833	   -0.028471	   -0.047304	    0.007526	    0.015556	    0.023082	   -0.047628	   -0.056020	   -0.103649	    0.003212	   -0.001002	    0.002210	    0.005381	    0.004362	    0.009743	    0.002209	   -0.001604	    0.000605	   -0.012080	   -0.007829	   -0.019909	    0.009404	    0.013121	    0.022525	   -0.017322	   -0.007960	   -0.025281	    0.028838	    0.029755	    0.058593	   -0.044501	   -0.074232	   -0.118733	    0.021507	    0.010236	    0.031743	    0.001268	   -0.001962	   -0.000694	   -0.001551	   -0.005472	   -0.007023	    0.000361	    0.000013	    0.000374	   -0.002241	    0.005093	    0.002852	   -0.016456	   -0.027236	   -0.043692
     1.500	0	0	    0	    0.006431	    0.006645	    0.013076	    0.002420	    0.001482	    0.003901	    0.000649	   -0.006615	   -0.005966	    0.003669	    0.000675	    0.004344	    0.023052	    0.010962	    0.034014	   -0.013198	   -0.025548	   -0.038747	    0.010748	    0.014861	    0.025609	   -0.041000	   -0.058968	   -0.099968	    0.024978	   -0.001377	    0.023601	    0.014667	    0.004195	    0.018862	    0.007645	   -0.001593	    0.006052	   -0.006490	   -0.010044	   -0.016534	    0.020599	    0.013144	    0.033743	   -0.011687	   -0.008611	   -0.020298	    0.030480	    0.025887	    0.056367	   -0.025308	   -0.071499	   -0.096807	    0.038139	    0.014026	    0.052165	    0.008373	   -0.000060	    0.008313	    0.004326	   -0.003864	    0.000462	    0.010436	    0.001995	    0.012432	    0.007806	    0.006175	    0.013981	   -0.016402	   -0.026787	   -0.043190
     1.575	0	0	    0	    0.013610	    0.004168	    0.017778	    0.006964	    0.000587	    0.007551	    0.005525	   -0.007485	   -0.001960	    0.007846	    0.003042	    0.010888	    0.025662	    0.015458	    0.041120	   -0.002910	   -0.028736	   -0.031646	    0.026929	    0.006408	    0.033337	   -0.036377	   -0.060711	   -0.097088	    0.030936	    0.007948	    0.038885	    0.017337	    0.006490	    0.023827	    0.010231	   -0.000847	    0.009384	   -0.001561	   -0.008136	   -0.009698	    0.025568	    0.018319	    0.043887	   -0.010639	   -0.009196	   -0.019835	    0.038653	    0.025356	    0.064009	   -0.021033	   -0.065082	   -0.086115	    0.045019	    0.020440	    0.065459	    0.011971	    0.000915	    0.012886	    0.008023	   -0.003011	    0.005012	    0.013601	    0.005834	    0.019436	    0.008913	    0.008966	    0.017878	   -0.012901	   -0.028147	   -0.041048
     1.650	0	0	    0	    0.022258	    0.009579	    0.031837	    0.010226	    0.001154	    0.011380	    0.008210	   -0.007749	    0.000461	    0.011790	    0.002171	    0.013961	    0.029171	    0.020393	    0.049564	   -0.001310	   -0.022174	   -0.023484	    0.039123	    0.001475	    0.040599	   -0.035761	   -0.056954	   -0.092716	    0.033409	    0.010507	    0.043915	    0.018953	    0.008001	    0.026954	    0.011132	   -0.000184	    0.010948	    0.001107	   -0.007178	   -0.006071	    0.023463	    0.025573	    0.049037	   -0.002705	   -0.009882	   -0.012587	    0.045301	    0.018851	    0.064152	   -0.018849	   -0.063845	   -0.082694	    0.048210	    0.023038	    0.071248	    0.013709	    0.002229	    0.015938	    0.010014	   -0.002365	    0.007649	    0.015676	    0.007468	    0.023144	    0.008006	    0.012493	    0.020500	   -0.006328	   -0.030955	   -0.037283
     1.725	0	0	    0	    0.011731	    0.019019	    0.030751	    0.006261	    0.003712	    0.009973	   -0.000367	   -0.005326	   -0.005693	    0.010039	    0.003178	    0.013217	    0.030396	    0.019199	    0.049595	   -0.012971	   -0.015586	   -0.028557	    0.013124	    0.023490	    0.036614	   -0.038190	   -0.057823	   -0.096013	    0.031823	    0.010477	    0.042300	    0.017439	    0.007416	    0.024855	    0.011058	    0.000050	    0.011108	    0.001203	   -0.006672	   -0.005469	    0.022015	    0.027446	    0.049461	   -0.012501	   -0.003099	   -0.015599	    0.042334	    0.022642	    0.064976	   -0.022342	   -0.065396	   -0.087738	    0.047350	    0.022821	    0.070171	    0.013592	    0.003044	    0.016636	    0.010094	   -0.001824	    0.008270	    0.014913	    0.007188	    0.022101	    0.006841	    0.012464	    0.019305	   -0.005957	   -0.029291	   -0.035248
     1.800	0	0	    0	    0.007574	    0.015604	    0.023178	    0.007691	    0.001771	    0.009462	    0.004855	   -0.009387	   -0.004532	    0.008419	    0.004628	    0.013047	    0.027213	    0.019272	    0.046486	   -0.001384	   -0.028812	   -0.030197	    0.024300	    0.012405	    0.036705	   -0.039162	   -0.058366	   -0.097528	    0.034216	    0.007617	    0.041833	    0.018491	    0.006995	    0.025486	    0.011555	    0.000505	    0.012060	    0.001358	   -0.006559	   -0.005201	    0.025268	    0.022254	    0.047523	   -0.009264	   -0.005734	   -0.014998	    0.030249	    0.035825	    0.066074	   -0.022283	   -0.067919	   -0.090201	    0.048826	    0.021911	    0.070737	    0.014560	    0.003516	    0.018075	    0.010557	   -0.001188	    0.009369	    0.014943	    0.007252	    0.022195	    0.008280	    0.010643	    0.018923	   -0.014219	   -0.023569	   -0.037788
     1.875	0	0	    0	    0.017626	    0.007684	    0.025310	    0.005193	    0.003843	    0.009036	   -0.000859	   -0.001995	   -0.002854	    0.009686	    0.004712	    0.014398	    0.030703	    0.018116	    0.048819	   -0.016877	   -0.013766	   -0.030643	    0.012466	    0.025232	    0.037698	   -0.040079	   -0.057006	   -0.097085	    0.032856	    0.008747	    0.041603	    0.017168	    0.008186	    0.025354	    0.012103	    0.000525	    0.012628	    0.001863	   -0.006804	   -0.004942	    0.023701	    0.024999	    0.048700	   -0.017880	   -0.000561	   -0.018441	    0.045599	    0.023119	    0.068718	   -0.023365	   -0.068850	   -0.092215	    0.048743	    0.022103	    0.070846	    0.015095	    0.003567	    0.018662	    0.010613	   -0.001041	    0.009572	    0.014565	    0.006961	    0.021526	    0.005897	    0.012420	    0.018317	   -0.008861	   -0.032568	   -0.041429
