 [File Information]      		 [Data Line]	36
Measured Date	2024/05/27 100721
ID		Version	11.0
Name	oceane_7	[HeaderType]	11.0/11.0
Comment	
[Measurement Info.]
Holder Location	       0
Block Design	Off     
Pre.Rest Time	       0
Task Time	       0
Pos.Rest Time	       0
Loop	       0
Averaging	       1
Total Points	     820
[.INF File]
Filename	Cognitive1.INF
[Condition-1]
HV Switching	OFF
 R1 ,R2 ,R3 ,R4 ,R5 ,R6 ,R7 ,R8 
 120.00, 70.00,120.00,100.00, 90.00, 70.00,120.00,120.00
 Gain(X1,X4,X16,X64)
 R1 ,R2 ,R3 ,R4 ,R5 ,R6 ,R7 ,R8 
 1,1,1,1,1,1,1,1
[Analysis Condition]
Smoothed Type	None            
Smoothed Points	       0
Smoothed Loop	       0
Baseline Method	None            
Baseline location	
[Text Info.]
Output Mode	Continious      	Task No.		Data Type	Hb      
Time Range	    0.00	   61.43	Averaing	1
(1,3)(5,3)(5,7)(2,7)(2,4)(6,4)(6,8)(1,1)(3,3)(5,5)(7,7)(2,2)(4,4)(6,6)(8,8)(3,1)(3,5)(7,5)(7,2)(4,2)(4,6)(8,6)
         	     	     	     	    ch- 1	    ch- 1	    ch- 1	    ch- 2	    ch- 2	    ch- 2	    ch- 3	    ch- 3	    ch- 3	    ch- 4	    ch- 4	    ch- 4	    ch- 5	    ch- 5	    ch- 5	    ch- 6	    ch- 6	    ch- 6	    ch- 7	    ch- 7	    ch- 7	    ch- 8	    ch- 8	    ch- 8	    ch- 9	    ch- 9	    ch- 9	    ch-10	    ch-10	    ch-10	    ch-11	    ch-11	    ch-11	    ch-12	    ch-12	    ch-12	    ch-13	    ch-13	    ch-13	    ch-14	    ch-14	    ch-14	    ch-15	    ch-15	    ch-15	    ch-16	    ch-16	    ch-16	    ch-17	    ch-17	    ch-17	    ch-18	    ch-18	    ch-18	    ch-19	    ch-19	    ch-19	    ch-20	    ch-20	    ch-20	    ch-21	    ch-21	    ch-21	    ch-22	    ch-22	    ch-22
     0.675	0	0	    0	    0.022529	   -0.013756	    0.008773	    0.003831	   -0.001253	    0.002578	    0.002783	    0.008749	    0.011532	    0.009358	   -0.000422	    0.008936	    0.014445	    0.001555	    0.015999	   -0.001089	    0.009849	    0.008760	   -0.005876	    0.012483	    0.006607	    0.004741	   -0.016002	   -0.011261	    0.022856	    0.003742	    0.026597	    0.009272	    0.006597	    0.015869	    0.006816	    0.000267	    0.007083	    0.009428	    0.003213	    0.012641	    0.020756	    0.010477	    0.031233	    0.001189	    0.008695	    0.009884	   -0.001961	    0.002551	    0.000589	    0.007676	   -0.010411	   -0.002736	    0.021156	    0.006533	    0.027688	    0.006836	    0.000130	    0.006966	    0.009719	    0.002445	    0.012165	    0.015892	    0.004516	    0.020408	    0.014864	    0.014969	    0.029832	    0.011758	    0.000910	    0.012669
     0.750	0	0	    0	    0.020772	   -0.011524	    0.009248	    0.003666	   -0.002443	    0.001222	    0.009949	   -0.003243	    0.006706	    0.007318	   -0.000653	    0.006665	    0.013038	    0.003347	    0.016385	    0.010300	   -0.002732	    0.007568	    0.007119	   -0.001793	    0.005327	    0.001887	   -0.016525	   -0.014638	    0.020144	    0.002913	    0.023057	    0.008827	    0.006332	    0.015159	    0.005715	    0.000367	    0.006081	    0.008900	    0.003111	    0.012011	    0.022267	    0.007779	    0.030046	    0.004335	    0.002957	    0.007292	   -0.004921	    0.002617	   -0.002304	    0.004577	   -0.014049	   -0.009472	    0.019742	    0.006168	    0.025910	    0.005527	    0.000006	    0.005533	    0.008378	    0.002523	    0.010901	    0.015922	    0.002903	    0.018825	    0.016337	    0.011232	    0.027569	    0.006135	    0.003890	    0.010025
     0.825	0	0	    0	    0.004969	   -0.001410	    0.003559	   -0.001320	    0.000960	   -0.000360	   -0.001560	    0.004056	    0.002496	    0.004724	   -0.000677	    0.004048	    0.005955	    0.006830	    0.012785	    0.000141	   -0.003280	   -0.003139	   -0.017996	    0.009684	   -0.008313	   -0.000659	   -0.019898	   -0.020557	    0.017341	    0.003147	    0.020488	    0.007209	    0.006719	    0.013928	    0.005048	    0.000553	    0.005601	    0.007397	    0.003729	    0.011127	    0.020537	    0.009540	    0.030078	    0.003096	    0.001208	    0.004303	   -0.012887	    0.005292	   -0.007595	    0.000321	   -0.016751	   -0.016430	    0.017360	    0.006205	    0.023565	    0.004064	   -0.000243	    0.003821	    0.006563	    0.002175	    0.008738	    0.015360	    0.002625	    0.017985	    0.012774	    0.013203	    0.025977	    0.007970	    0.002438	    0.010407
     0.900	0	0	    0	    0.033678	   -0.026861	    0.006816	    0.002782	   -0.004512	   -0.001731	    0.006754	   -0.004480	    0.002275	    0.006485	   -0.002137	    0.004347	    0.013647	    0.000374	    0.014021	    0.009403	   -0.008047	    0.001356	    0.011639	   -0.019522	   -0.007884	   -0.000107	   -0.021949	   -0.022056	    0.013997	    0.002687	    0.016684	    0.007672	    0.006541	    0.014213	    0.004420	    0.000205	    0.004625	    0.007009	    0.003802	    0.010811	    0.019529	    0.010320	    0.029850	    0.001075	    0.002455	    0.003529	   -0.017949	    0.006787	   -0.011162	   -0.005037	   -0.017893	   -0.022930	    0.015796	    0.006435	    0.022230	    0.002795	   -0.000309	    0.002486	    0.004750	    0.001798	    0.006548	    0.013304	    0.003551	    0.016855	    0.009234	    0.015604	    0.024838	    0.003098	    0.004406	    0.007504
     0.975	0	0	    0	   -0.000376	   -0.000498	   -0.000875	   -0.001797	   -0.001747	   -0.003544	   -0.002127	    0.000531	   -0.001596	    0.002497	    0.000241	    0.002738	    0.005850	    0.005872	    0.011722	   -0.004617	    0.000025	   -0.004592	   -0.008580	    0.000821	   -0.007759	   -0.007113	   -0.017800	   -0.024913	    0.012717	   -0.000103	    0.012614	    0.005545	    0.007528	    0.013072	    0.003749	    0.000234	    0.003983	    0.005292	    0.004243	    0.009535	    0.016344	    0.011093	    0.027438	    0.000179	    0.000408	    0.000586	   -0.014049	    0.001454	   -0.012595	   -0.007633	   -0.022237	   -0.029870	    0.014488	    0.005135	    0.019624	    0.001278	   -0.000438	    0.000841	    0.003346	    0.001532	    0.004879	    0.008532	    0.006946	    0.015478	    0.005001	    0.017131	    0.022133	   -0.000627	    0.004124	    0.003497
     1.050	0	0	    0	   -0.005229	    0.000845	   -0.004384	   -0.002341	   -0.003669	   -0.006010	   -0.003737	    0.001939	   -0.001798	    0.000004	    0.001248	    0.001252	    0.002568	    0.006376	    0.008944	   -0.011646	    0.002060	   -0.009586	   -0.025836	    0.015464	   -0.010372	   -0.009742	   -0.016475	   -0.026217	    0.005723	    0.003123	    0.008846	    0.004493	    0.007896	    0.012389	    0.003124	    0.000430	    0.003554	    0.004385	    0.004285	    0.008671	    0.006334	    0.019403	    0.025738	   -0.006381	    0.003806	   -0.002575	   -0.019339	    0.007345	   -0.011995	   -0.015404	   -0.019641	   -0.035044	    0.011810	    0.005210	    0.017020	   -0.000206	   -0.000300	   -0.000505	    0.002259	    0.001474	    0.003733	    0.002633	    0.012309	    0.014942	   -0.002574	    0.021657	    0.019082	    0.001225	    0.000204	    0.001429
     1.125	0	0	    0	   -0.006593	    0.002564	   -0.004029	   -0.002755	   -0.002608	   -0.005363	   -0.003471	    0.005225	    0.001754	   -0.000975	    0.002617	    0.001643	    0.004871	    0.003525	    0.008396	   -0.004185	   -0.000497	   -0.004682	   -0.015338	    0.010407	   -0.004931	   -0.009123	   -0.020375	   -0.029498	    0.008960	   -0.000530	    0.008430	    0.006582	    0.007089	    0.013671	    0.005330	   -0.000278	    0.005051	    0.003001	    0.004818	    0.007820	    0.005084	    0.020259	    0.025343	   -0.001018	    0.004480	    0.003461	   -0.017406	    0.004825	   -0.012582	   -0.010521	   -0.026036	   -0.036556	    0.014310	    0.003564	    0.017873	    0.004844	   -0.000952	    0.003892	    0.005347	    0.000773	    0.006120	    0.003550	    0.011928	    0.015477	    0.004149	    0.022838	    0.026987	    0.006810	    0.003625	    0.010435
     1.200	0	0	    0	   -0.004604	    0.005844	    0.001239	    0.003116	   -0.000533	    0.002583	    0.006299	    0.004378	    0.010677	    0.004386	    0.002165	    0.006551	    0.011323	    0.011076	    0.022399	    0.002563	    0.004222	    0.006784	   -0.010022	    0.007603	   -0.002419	   -0.003898	   -0.016930	   -0.020828	    0.036311	   -0.001217	    0.035094	    0.014604	    0.008630	    0.023234	    0.008839	    0.001680	    0.010519	    0.009058	    0.003915	    0.012973	    0.021560	    0.019343	    0.040903	    0.005722	    0.004129	    0.009851	   -0.007739	    0.003747	   -0.003992	    0.010787	   -0.020194	   -0.009407	    0.033543	    0.006639	    0.040182	    0.010442	    0.001056	    0.011497	    0.011639	    0.001964	    0.013604	    0.016643	    0.012309	    0.028952	    0.015431	    0.026480	    0.041911	    0.005149	    0.007884	    0.013033
     1.275	0	0	    0	    0.015238	   -0.010480	    0.004757	    0.007182	   -0.001017	    0.006165	    0.008561	    0.002485	    0.011046	    0.008323	    0.002430	    0.010754	    0.019933	    0.008000	    0.027933	    0.006866	    0.003141	    0.010007	   -0.005781	    0.005228	   -0.000553	    0.001245	   -0.020722	   -0.019477	    0.043783	    0.005327	    0.049110	    0.016944	    0.010855	    0.027799	    0.010601	    0.001877	    0.012478	    0.013860	    0.005433	    0.019294	    0.028358	    0.020546	    0.048904	    0.009917	    0.004720	    0.014637	   -0.012027	    0.006708	   -0.005319	    0.016342	   -0.016720	   -0.000378	    0.039559	    0.012550	    0.052109	    0.012931	    0.001481	    0.014412	    0.013545	    0.003262	    0.016807	    0.021888	    0.015554	    0.037442	    0.019197	    0.028506	    0.047704	    0.009400	    0.006896	    0.016296
     1.350	0	0	    0	    0.024392	   -0.014041	    0.010352	    0.009603	    0.000395	    0.009998	    0.010414	    0.005157	    0.015570	    0.011367	    0.002824	    0.014191	    0.025932	    0.005668	    0.031600	    0.011036	    0.001748	    0.012784	   -0.006360	    0.010862	    0.004502	    0.006940	   -0.026558	   -0.019618	    0.045815	    0.010115	    0.055930	    0.018616	    0.011228	    0.029844	    0.011782	    0.002339	    0.014120	    0.015955	    0.005918	    0.021873	    0.029302	    0.023115	    0.052417	    0.011042	    0.001372	    0.012414	   -0.002088	    0.001006	   -0.001082	    0.017132	   -0.014229	    0.002904	    0.042396	    0.015103	    0.057499	    0.013406	    0.002568	    0.015974	    0.014694	    0.003898	    0.018592	    0.024763	    0.016225	    0.040988	    0.020410	    0.029193	    0.049603	    0.008706	    0.004292	    0.012998
     1.425	0	0	    0	    0.002867	    0.003207	    0.006074	    0.010294	   -0.002386	    0.007907	    0.008482	    0.004774	    0.013256	    0.012446	    0.001342	    0.013788	    0.022884	    0.009935	    0.032819	    0.015658	   -0.004493	    0.011165	    0.004341	   -0.002235	    0.002107	    0.001360	   -0.022904	   -0.021544	    0.042535	    0.009925	    0.052460	    0.017442	    0.010991	    0.028432	    0.011625	    0.002219	    0.013844	    0.015904	    0.006456	    0.022360	    0.028069	    0.023616	    0.051686	    0.010071	    0.003004	    0.013076	   -0.003586	    0.001438	   -0.002148	    0.014525	   -0.016795	   -0.002270	    0.040856	    0.014708	    0.055563	    0.013516	    0.002417	    0.015932	    0.015588	    0.003561	    0.019148	    0.023749	    0.016371	    0.040121	    0.019768	    0.028270	    0.048038	    0.011138	    0.002233	    0.013371
     1.500	0	0	    0	    0.008756	    0.003689	    0.012445	    0.008656	    0.001413	    0.010069	    0.013453	    0.001374	    0.014827	    0.009162	    0.005886	    0.015049	    0.023024	    0.011692	    0.034716	    0.013395	   -0.001147	    0.012247	    0.000003	    0.007156	    0.007159	    0.001589	   -0.021158	   -0.019569	    0.042210	    0.011483	    0.053693	    0.018542	    0.010968	    0.029509	    0.012179	    0.002809	    0.014988	    0.016417	    0.006532	    0.022948	    0.028762	    0.022976	    0.051738	    0.006748	    0.004474	    0.011222	   -0.005185	    0.007397	    0.002212	    0.014219	   -0.016385	   -0.002166	    0.042111	    0.014556	    0.056668	    0.014236	    0.002793	    0.017029	    0.016682	    0.003538	    0.020220	    0.025500	    0.015153	    0.040653	    0.020964	    0.027955	    0.048919	    0.010389	    0.000389	    0.010778
     1.575	0	0	    0	    0.014153	   -0.003163	    0.010990	    0.011778	   -0.001556	    0.010222	    0.013305	   -0.001848	    0.011457	    0.009656	    0.004226	    0.013882	    0.026809	    0.008409	    0.035218	    0.017631	   -0.004795	    0.012835	    0.005883	    0.001835	    0.007719	    0.001938	   -0.023860	   -0.021922	    0.041247	    0.011842	    0.053089	    0.018397	    0.009920	    0.028317	    0.012399	    0.002629	    0.015028	    0.016322	    0.006696	    0.023017	    0.031480	    0.022220	    0.053700	    0.006750	    0.005454	    0.012203	   -0.001355	    0.001187	   -0.000167	    0.012740	   -0.016797	   -0.004057	    0.040808	    0.015067	    0.055876	    0.013128	    0.003364	    0.016492	    0.016191	    0.004120	    0.020311	    0.025614	    0.014870	    0.040484	    0.021279	    0.026921	    0.048201	    0.011528	    0.000648	    0.012177
     1.650	0	0	    0	    0.010656	   -0.009584	    0.001071	    0.013234	   -0.005188	    0.008046	    0.013410	   -0.002616	    0.010794	    0.011791	    0.002690	    0.014481	    0.022699	    0.011298	    0.033997	    0.014293	   -0.002857	    0.011436	    0.011454	   -0.004220	    0.007234	    0.000982	   -0.023553	   -0.022571	    0.038966	    0.010136	    0.049102	    0.017205	    0.010139	    0.027344	    0.011865	    0.002885	    0.014750	    0.016379	    0.006576	    0.022954	    0.029814	    0.022668	    0.052483	    0.010299	    0.000695	    0.010994	   -0.006136	    0.005821	   -0.000315	    0.009594	   -0.017786	   -0.008192	    0.039007	    0.014713	    0.053720	    0.012183	    0.003807	    0.015990	    0.015665	    0.004341	    0.020005	    0.026486	    0.012849	    0.039335	    0.021062	    0.025067	    0.046129	    0.003678	    0.005602	    0.009280
     1.725	0	0	    0	    0.021810	   -0.006806	    0.015005	    0.007166	    0.001650	    0.008816	    0.007834	    0.002777	    0.010611	    0.010882	    0.002926	    0.013807	    0.023125	    0.011133	    0.034257	    0.013043	   -0.002356	    0.010687	    0.006629	    0.003807	    0.010437	    0.000376	   -0.023233	   -0.022857	    0.035767	    0.010839	    0.046607	    0.015577	    0.011183	    0.026759	    0.011273	    0.003073	    0.014346	    0.015269	    0.006956	    0.022225	    0.029726	    0.021328	    0.051054	    0.007280	    0.000850	    0.008129	   -0.003371	    0.003590	    0.000219	    0.007199	   -0.019235	   -0.012036	    0.037427	    0.013416	    0.050843	    0.011802	    0.003531	    0.015332	    0.014856	    0.004461	    0.019317	    0.025104	    0.012298	    0.037402	    0.018530	    0.025755	    0.044285	    0.005978	    0.000403	    0.006381
     1.800	0	0	    0	    0.005749	    0.008463	    0.014212	    0.005415	    0.001156	    0.006571	    0.003352	    0.004658	    0.008009	    0.009280	    0.003538	    0.012818	    0.021352	    0.013375	    0.034727	    0.009746	   -0.000446	    0.009300	    0.001414	    0.007065	    0.008478	   -0.002001	   -0.021129	   -0.023130	    0.032646	    0.009788	    0.042434	    0.014657	    0.009910	    0.024567	    0.010774	    0.002890	    0.013665	    0.014690	    0.007180	    0.021870	    0.028192	    0.020826	    0.049018	    0.002442	    0.004597	    0.007039	    0.003374	    0.001086	    0.004460	    0.003517	   -0.020521	   -0.017004	    0.033696	    0.013711	    0.047407	    0.010420	    0.003749	    0.014168	    0.013754	    0.004539	    0.018293	    0.023638	    0.012220	    0.035858	    0.017715	    0.023502	    0.041217	    0.001716	    0.004602	    0.006317
     1.875	0	0	    0	    0.014913	   -0.004123	    0.010790	    0.011280	   -0.005935	    0.005345	    0.008125	   -0.001898	    0.006227	    0.010853	    0.000390	    0.011243	    0.024647	    0.007706	    0.032352	    0.015022	   -0.008597	    0.006425	    0.010154	   -0.007487	    0.002667	   -0.001548	   -0.023495	   -0.025043	    0.029939	    0.007990	    0.037929	    0.013229	    0.010100	    0.023329	    0.009862	    0.003151	    0.013013	    0.013625	    0.006683	    0.020309	    0.027337	    0.019911	    0.047248	    0.006831	   -0.001124	    0.005707	   -0.005007	    0.002007	   -0.003000	   -0.000809	   -0.020849	   -0.021658	    0.031263	    0.013253	    0.044517	    0.009380	    0.003525	    0.012905	    0.012329	    0.004772	    0.017101	    0.022107	    0.011586	    0.033693	    0.014718	    0.024498	    0.039217	    0.001760	    0.003875	    0.005635
     1.950	0	0	    0	    0.008448	   -0.008726	   -0.000278	    0.005625	   -0.002247	    0.003379	    0.000561	    0.004470	    0.005030	    0.008526	    0.002179	    0.010705	    0.022137	    0.007144	    0.029281	    0.002475	    0.000134	    0.002609	   -0.003657	    0.007729	    0.004072	   -0.000941	   -0.026501	   -0.027443	    0.026607	    0.006819	    0.033426	    0.011293	    0.010489	    0.021782	    0.008113	    0.004056	    0.012169	    0.012141	    0.006858	    0.018999	    0.027440	    0.016055	    0.043495	   -0.000381	    0.005948	    0.005568	   -0.007006	    0.004872	   -0.002134	   -0.002588	   -0.023243	   -0.025832	    0.029225	    0.012262	    0.041488	    0.007814	    0.003927	    0.011741	    0.011167	    0.004538	    0.015705	    0.019985	    0.011580	    0.031566	    0.014106	    0.022843	    0.036949	    0.001729	    0.003536	    0.005265
