 [File Information]      		 [Data Line]	36
Measured Date	2024/05/21 103503
ID		Version	11.0
Name	tristan_6	[HeaderType]	11.0/11.0
Comment	
[Measurement Info.]
Holder Location	       0
Block Design	Off     
Pre.Rest Time	       0
Task Time	       0
Pos.Rest Time	       0
Loop	       0
Averaging	       1
Total Points	     833
[.INF File]
Filename	Cognitive1.INF
[Condition-1]
HV Switching	OFF
 R1 ,R2 ,R3 ,R4 ,R5 ,R6 ,R7 ,R8 
 120.00, 70.00,120.00,100.00, 90.00, 70.00,120.00,120.00
 Gain(X1,X4,X16,X64)
 R1 ,R2 ,R3 ,R4 ,R5 ,R6 ,R7 ,R8 
 1,1,1,1,1,1,1,1
[Analysis Condition]
Smoothed Type	None            
Smoothed Points	       0
Smoothed Loop	       0
Baseline Method	None            
Baseline location	
[Text Info.]
Output Mode	Continious      	Task No.		Data Type	Hb      
Time Range	    0.00	   62.40	Averaing	1
(1,3)(5,3)(5,7)(2,7)(2,4)(6,4)(6,8)(1,1)(3,3)(5,5)(7,7)(2,2)(4,4)(6,6)(8,8)(3,1)(3,5)(7,5)(7,2)(4,2)(4,6)(8,6)
         	     	     	     	    ch- 1	    ch- 1	    ch- 1	    ch- 2	    ch- 2	    ch- 2	    ch- 3	    ch- 3	    ch- 3	    ch- 4	    ch- 4	    ch- 4	    ch- 5	    ch- 5	    ch- 5	    ch- 6	    ch- 6	    ch- 6	    ch- 7	    ch- 7	    ch- 7	    ch- 8	    ch- 8	    ch- 8	    ch- 9	    ch- 9	    ch- 9	    ch-10	    ch-10	    ch-10	    ch-11	    ch-11	    ch-11	    ch-12	    ch-12	    ch-12	    ch-13	    ch-13	    ch-13	    ch-14	    ch-14	    ch-14	    ch-15	    ch-15	    ch-15	    ch-16	    ch-16	    ch-16	    ch-17	    ch-17	    ch-17	    ch-18	    ch-18	    ch-18	    ch-19	    ch-19	    ch-19	    ch-20	    ch-20	    ch-20	    ch-21	    ch-21	    ch-21	    ch-22	    ch-22	    ch-22
Time(sec)	Task	Mark	Count	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb
     0.000	0	0Z	    0	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000	    0.000000
     0.075	0	0	    0	    0.000047	   -0.000489	   -0.000442	   -0.001156	   -0.001373	   -0.002529	   -0.000556	   -0.001338	   -0.001894	   -0.000178	    0.000777	    0.000599	    0.000712	    0.000636	    0.001347	   -0.001051	   -0.000490	   -0.001541	    0.001442	   -0.004236	   -0.002794	    0.000767	    0.000255	    0.001022	   -0.000468	   -0.002153	   -0.002621	    0.000131	   -0.001248	   -0.001117	    0.000793	   -0.001332	   -0.000539	    0.002065	   -0.000270	    0.001794	   -0.001228	   -0.001926	   -0.003155	   -0.003577	   -0.000788	   -0.004366	    0.000366	   -0.002371	   -0.002006	    0.001327	    0.001421	    0.002748	   -0.000795	   -0.003970	   -0.004765	   -0.000049	   -0.000595	   -0.000644	   -0.000122	   -0.000163	   -0.000285	    0.000629	   -0.001737	   -0.001108	   -0.000508	   -0.003180	   -0.003688	    0.001762	   -0.003110	   -0.001348
     0.150	0	0	    0	   -0.001020	    0.000042	   -0.000978	    0.000214	   -0.002168	   -0.001954	    0.000833	   -0.001137	   -0.000304	    0.000984	    0.000593	    0.001578	    0.001321	    0.000877	    0.002198	   -0.001241	   -0.001176	   -0.002417	    0.000734	   -0.004133	   -0.003399	   -0.000323	   -0.000000	   -0.000324	   -0.001517	   -0.000332	   -0.001850	    0.000177	   -0.000561	   -0.000384	    0.000840	   -0.000390	    0.000450	    0.001442	    0.000315	    0.001758	   -0.001777	   -0.000720	   -0.002497	   -0.002629	   -0.002739	   -0.005368	   -0.003378	    0.000580	   -0.002798	    0.002123	    0.002469	    0.004592	   -0.001432	   -0.004094	   -0.005526	   -0.000105	    0.000084	   -0.000021	    0.000488	   -0.000021	    0.000467	   -0.000445	    0.000019	   -0.000426	   -0.002538	   -0.001200	   -0.003738	   -0.001114	    0.000035	   -0.001079
     0.225	0	0	    0	    0.000463	    0.000140	    0.000604	   -0.002878	   -0.001195	   -0.004073	   -0.000286	   -0.000886	   -0.001172	    0.002500	    0.001190	    0.003690	   -0.000219	    0.000574	    0.000355	   -0.002889	   -0.000831	   -0.003720	   -0.007746	    0.003958	   -0.003788	   -0.002481	    0.000655	   -0.001826	   -0.002912	   -0.001234	   -0.004146	   -0.003540	    0.000657	   -0.002883	   -0.001267	   -0.000218	   -0.001485	   -0.001637	    0.000460	   -0.001177	   -0.002630	   -0.001927	   -0.004556	   -0.005506	   -0.001992	   -0.007498	   -0.001311	   -0.001119	   -0.002430	    0.002036	    0.003514	    0.005550	   -0.003169	   -0.006201	   -0.009371	   -0.000840	   -0.001339	   -0.002178	   -0.000084	   -0.001344	   -0.001428	   -0.000883	   -0.002233	   -0.003116	   -0.002690	   -0.004893	   -0.007583	    0.001232	   -0.002298	   -0.001066
     0.300	0	0	    0	    0.020468	    0.002243	    0.022711	   -0.004349	   -0.001610	   -0.005960	   -0.003913	   -0.003137	   -0.007050	    0.017926	    0.007119	    0.025045	   -0.020857	    0.004011	   -0.016846	   -0.007387	    0.000505	   -0.006882	   -0.003643	   -0.002955	   -0.006598	   -0.010386	   -0.001186	   -0.011572	   -0.006525	   -0.002888	   -0.009414	   -0.028840	    0.000237	   -0.028602	   -0.029471	    0.001344	   -0.028127	   -0.058093	   -0.003332	   -0.061424	   -0.014139	   -0.002714	   -0.016853	   -0.011005	   -0.002453	   -0.013457	   -0.007299	    0.000701	   -0.006598	    0.003012	    0.003580	    0.006592	   -0.012339	   -0.008564	   -0.020903	    0.027768	   -0.005020	    0.022748	    0.040607	   -0.006507	    0.034101	   -0.001971	   -0.003454	   -0.005425	   -0.011183	   -0.007219	   -0.018402	   -0.001183	   -0.001902	   -0.003085
     0.375	0	0	    0	    0.070198	    0.065588	    0.135785	   -0.054278	    0.020229	   -0.034049	   -0.019661	    0.017442	   -0.002219	    0.081070	    0.164901	    0.245971	   -0.243898	    0.026543	   -0.217355	   -0.077652	    0.061175	   -0.016478	    0.054218	    0.006124	    0.060342	   -0.016076	   -0.009753	   -0.025829	   -0.013730	   -0.013748	   -0.027478	   -0.168598	   -0.033412	   -0.202010	   -0.085677	   -0.047291	   -0.132968	   -0.132596	   -0.017839	   -0.150435	   -0.048541	   -0.021223	   -0.069764	   -0.000595	   -0.009911	   -0.010506	   -0.007228	   -0.002582	   -0.009811	    0.004686	    0.008913	    0.013599	   -0.023708	   -0.028364	   -0.052073	    0.086649	    0.044041	    0.130690	    0.207830	    0.091826	    0.299655	    0.030334	   -0.002387	    0.027947	   -0.042051	   -0.014664	   -0.056715	    0.004010	   -0.002894	    0.001116
     0.450	0	0	    0	    0.073562	    0.094477	    0.168040	   -0.086307	    0.009495	   -0.076812	   -0.035602	    0.099210	    0.063609	    0.069942	    0.267982	    0.337924	   -0.278048	   -0.038931	   -0.316979	   -0.367465	   -0.044775	   -0.412240	    0.065038	    0.048620	    0.113658	   -0.017158	   -0.012396	   -0.029553	   -0.000333	   -0.009307	   -0.009640	   -0.172042	   -0.112425	   -0.284468	   -0.066922	   -0.013775	   -0.080697	   -0.165487	   -0.015457	   -0.180945	   -0.185236	   -0.078951	   -0.264188	   -0.002852	   -0.017214	   -0.020066	   -0.004713	   -0.000718	   -0.005431	    0.002978	    0.013949	    0.016927	   -0.019059	   -0.047928	   -0.066987	    0.094848	    0.076922	    0.171770	    0.216697	    0.180142	    0.396839	    0.048691	    0.027597	    0.076288	   -0.037925	   -0.051431	   -0.089356	    0.003245	    0.001315	    0.004560
     0.525	0	0	    0	    0.073097	    0.098482	    0.171578	   -0.103392	    0.002442	   -0.100949	   -0.050882	    0.129656	    0.078775	    0.060052	    0.286796	    0.346848	   -0.282622	   -0.052844	   -0.335466	   -0.400178	   -0.135241	   -0.535419	    0.056959	    0.057959	    0.114918	   -0.018588	   -0.014527	   -0.033115	   -0.000087	   -0.006049	   -0.006136	   -0.185571	   -0.116873	   -0.302444	   -0.076862	    0.006325	   -0.070537	   -0.180998	   -0.022916	   -0.203914	   -0.218326	   -0.125634	   -0.343959	   -0.008669	   -0.015758	   -0.024427	   -0.003511	    0.001116	   -0.002395	    0.002331	    0.016579	    0.018910	   -0.021017	   -0.050088	   -0.071105	    0.083734	    0.084790	    0.168524	    0.192737	    0.189703	    0.382440	    0.033234	    0.033732	    0.066967	   -0.044954	   -0.048648	   -0.093602	   -0.000821	    0.003519	    0.002698
     0.600	0	0	    0	    0.071029	    0.094509	    0.165538	   -0.103178	   -0.001026	   -0.104204	   -0.051562	    0.132164	    0.080602	    0.061865	    0.284553	    0.346418	   -0.269427	   -0.053523	   -0.322951	   -0.375336	   -0.144088	   -0.519424	    0.059010	    0.057774	    0.116784	   -0.013934	   -0.015631	   -0.029565	   -0.000639	   -0.005312	   -0.005951	   -0.184976	   -0.118889	   -0.303864	   -0.079436	    0.007601	   -0.071835	   -0.172675	   -0.028157	   -0.200833	   -0.218731	   -0.137243	   -0.355973	    0.001177	   -0.020776	   -0.019599	   -0.000060	    0.002066	    0.002006	    0.003283	    0.016723	    0.020006	   -0.025736	   -0.051971	   -0.077708	    0.079774	    0.077997	    0.157771	    0.179643	    0.173006	    0.352650	    0.015673	    0.023802	    0.039475	   -0.043275	   -0.052310	   -0.095585	    0.002095	    0.000700	    0.002795
