         	     	     	     	    ch- 1	    ch- 1	    ch- 1	    ch- 2	    ch- 2	    ch- 2	    ch- 3	    ch- 3	    ch- 3	    ch- 4	    ch- 4	    ch- 4	    ch- 5	    ch- 5	    ch- 5	    ch- 6	    ch- 6	    ch- 6	    ch- 7	    ch- 7	    ch- 7	    ch- 8	    ch- 8	    ch- 8	    ch- 9	    ch- 9	    ch- 9	    ch-10	    ch-10	    ch-10	    ch-11	    ch-11	    ch-11	    ch-12	    ch-12	    ch-12	    ch-13	    ch-13	    ch-13	    ch-14	    ch-14	    ch-14	    ch-15	    ch-15	    ch-15	    ch-16	    ch-16	    ch-16	    ch-17	    ch-17	    ch-17	    ch-18	    ch-18	    ch-18	    ch-19	    ch-19	    ch-19	    ch-20	    ch-20	    ch-20	    ch-21	    ch-21	    ch-21	    ch-22	    ch-22	    ch-22
Time(sec)	Task	Mark	Count	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb	    oxyHb   	  deoxyHb	  totalHb
     0.675	0	0	    0	   -0.020026	   -0.008837	   -0.028864	   -0.004565	    0.001294	   -0.003271	   -0.002106	    0.001825	   -0.000281	   -0.002034	    0.002726	    0.000692	   -0.000313	    0.000988	    0.000676	   -0.016394	   -0.000679	   -0.017073	   -0.008535	   -0.005118	   -0.013654	   -0.012028	   -0.018950	   -0.030978	   -0.004146	    0.001395	   -0.002750	   -0.004554	    0.007185	    0.002630	   -0.005301	    0.002138	   -0.003163	   -0.002737	    0.001290	   -0.001447	   -0.002011	    0.006097	    0.004085	   -0.013740	    0.009327	   -0.004412	   -0.004431	    0.003103	   -0.001327	   -0.015459	   -0.009850	   -0.025309	   -0.006361	    0.011035	    0.004674	   -0.011169	    0.001108	   -0.010061	   -0.010232	    0.000328	   -0.009904	   -0.002819	    0.001135	   -0.001683	   -0.005297	    0.007286	    0.001989	   -0.003038	   -0.002772	   -0.005810
     0.750	0	0	    0	   -0.018085	   -0.014214	   -0.032299	   -0.005105	    0.001546	   -0.003559	   -0.005257	    0.002580	   -0.002676	    0.000579	   -0.003258	   -0.002679	   -0.000037	   -0.000162	   -0.000199	   -0.016569	   -0.001949	   -0.018518	   -0.012785	   -0.005484	   -0.018269	   -0.019379	   -0.024640	   -0.044019	   -0.006380	   -0.001124	   -0.007505	   -0.005067	    0.005959	    0.000892	   -0.006538	    0.001761	   -0.004777	   -0.001816	   -0.002039	   -0.003855	   -0.003378	    0.005450	    0.002072	   -0.011496	    0.006422	   -0.005074	   -0.004575	    0.000459	   -0.004115	   -0.004660	   -0.017254	   -0.021914	   -0.008955	    0.009348	    0.000394	   -0.008871	   -0.001087	   -0.009959	   -0.010000	   -0.001431	   -0.011431	   -0.006239	    0.001036	   -0.005202	   -0.007980	    0.006979	   -0.001001	    0.001243	   -0.007800	   -0.006557
     0.825	0	0	    0	    0.026214	    0.011395	    0.037609	   -0.002212	   -0.004230	   -0.006442	    0.000383	   -0.000800	   -0.000417	    0.002958	   -0.002474	    0.000484	    0.002557	    0.000576	    0.003133	   -0.008881	   -0.003615	   -0.012496	   -0.006807	   -0.012655	   -0.019463	    0.022441	   -0.007789	    0.014652	    0.023928	    0.010336	    0.034264	    0.005536	    0.005907	    0.011442	    0.002116	    0.002257	    0.004373	   -0.000339	   -0.000223	   -0.000562	    0.004687	    0.004263	    0.008950	    0.000607	    0.007192	    0.007799	    0.009709	    0.012737	    0.022446	    0.068128	    0.039739	    0.107867	    0.020927	    0.014931	    0.035858	    0.001389	    0.001716	    0.003105	   -0.001488	    0.000587	   -0.000901	    0.002212	   -0.002750	   -0.000538	    0.003462	    0.004225	    0.007687	    0.029374	    0.023870	    0.053244
     0.900	0	0	    0	    0.017977	    0.027405	    0.045382	   -0.000421	   -0.001653	   -0.002074	    0.002834	    0.000171	    0.003005	    0.003637	    0.003280	    0.006917	    0.004942	    0.002637	    0.007578	   -0.009083	   -0.003765	   -0.012848	   -0.011619	   -0.014899	   -0.026518	   -0.013114	    0.012430	   -0.000685	   -0.010006	    0.013156	    0.003149	    0.006616	    0.008934	    0.015550	    0.002924	    0.004125	    0.007049	    0.001906	    0.005262	    0.007168	    0.009194	    0.007721	    0.016915	   -0.006316	    0.010899	    0.004583	   -0.040068	    0.020432	   -0.019635	    0.017460	    0.055783	    0.073242	    0.010549	    0.022498	    0.033046	    0.001225	    0.004370	    0.005595	   -0.001008	    0.002561	    0.001553	    0.006713	    0.001150	    0.007863	    0.011388	    0.008695	    0.020083	   -0.010530	    0.031655	    0.021125
     0.975	0	0	    0	   -0.029559	    0.007249	   -0.022310	    0.011664	    0.004870	    0.016533	    0.004820	    0.002254	    0.007074	    0.005683	    0.002172	    0.007855	    0.005651	    0.003420	    0.009071	   -0.008647	   -0.002272	   -0.010918	   -0.019375	   -0.015667	   -0.035042	   -0.035031	   -0.010346	   -0.045377	   -0.028662	   -0.012636	   -0.041298	    0.004884	    0.007582	    0.012466	    0.003447	    0.002907	    0.006354	    0.002215	    0.000041	    0.002255	    0.008992	    0.008383	    0.017375	   -0.006781	    0.005259	   -0.001522	   -0.064669	   -0.045257	   -0.109926	   -0.006001	   -0.017367	   -0.023368	   -0.001272	    0.012818	    0.011546	    0.001704	    0.002926	    0.004630	   -0.001728	    0.002845	    0.001118	    0.004921	    0.000437	    0.005358	    0.022680	    0.013986	    0.036666	   -0.081030	   -0.035118	   -0.116148
     1.050	0	0	    0	   -0.040628	   -0.025982	   -0.066611	    0.012878	    0.022132	    0.035010	    0.004004	    0.005690	    0.009693	    0.005068	    0.000873	    0.005941	    0.005046	    0.001715	    0.006761	   -0.003573	   -0.000418	   -0.003992	   -0.035490	   -0.012355	   -0.047845	   -0.079610	   -0.083479	   -0.163089	   -0.008697	   -0.049785	   -0.058483	    0.004741	    0.006396	    0.011137	    0.002437	    0.001229	    0.003667	    0.000729	    0.001917	    0.002645	    0.010348	    0.008993	    0.019341	   -0.006950	    0.005904	   -0.001046	   -0.081292	   -0.099797	   -0.181088	    0.005911	   -0.002690	    0.003221	    0.006614	    0.002830	    0.009444	    0.001315	    0.003133	    0.004448	   -0.002195	    0.004017	    0.001822	    0.001915	    0.000657	    0.002572	    0.026751	    0.025295	    0.052046	   -0.099870	   -0.072412	   -0.172282
     1.125	0	0	    0	   -0.054896	   -0.027954	   -0.082849	    0.009215	    0.025063	    0.034278	    0.003779	    0.006384	    0.010163	    0.008140	   -0.002986	    0.005154	    0.006334	    0.000687	    0.007021	   -0.008780	    0.000342	   -0.008438	   -0.040832	   -0.021842	   -0.062673	   -0.078315	   -0.099761	   -0.178076	   -0.011575	   -0.051668	   -0.063243	    0.006049	    0.006502	    0.012551	    0.002000	    0.001393	    0.003393	    0.001661	   -0.001228	    0.000433	    0.010381	    0.010366	    0.020747	    0.000311	    0.011754	    0.012065	   -0.080303	   -0.125830	   -0.206134	   -0.015551	   -0.008405	   -0.023956	   -0.008819	    0.011617	    0.002798	    0.001464	    0.002690	    0.004154	   -0.004475	    0.006231	    0.001756	    0.001640	   -0.000495	    0.001145	    0.024577	    0.029035	    0.053612	   -0.079487	   -0.087861	   -0.167348
     1.200	0	0	    0	   -0.034435	   -0.054400	   -0.088835	   -0.001369	    0.008516	    0.007146	    0.002407	    0.005338	    0.007745	    0.007226	   -0.001505	    0.005720	    0.006164	    0.000928	    0.007093	   -0.019095	   -0.005693	   -0.024788	   -0.035529	   -0.045738	   -0.081267	   -0.020906	   -0.091550	   -0.112456	    0.006881	   -0.032145	   -0.025264	    0.003316	    0.008293	    0.011609	    0.000096	    0.002214	    0.002310	    0.001854	    0.000053	    0.001908	    0.006644	    0.012655	    0.019299	    0.000939	    0.013133	    0.014072	   -0.075789	   -0.097639	   -0.173428	   -0.008555	   -0.036986	   -0.045541	   -0.005497	   -0.008229	   -0.013726	   -0.005675	    0.002928	   -0.002747	   -0.005465	    0.004449	   -0.001016	   -0.000505	   -0.000625	   -0.001130	    0.010908	    0.022471	    0.033379	   -0.023675	   -0.046289	   -0.069964
     1.275	0	0	    0	    0.007090	   -0.001732	    0.005358	   -0.006934	   -0.002475	   -0.009409	   -0.000843	    0.001689	    0.000846	    0.002116	    0.001107	    0.003223	    0.001635	    0.005504	    0.007139	   -0.027266	   -0.005315	   -0.032581	   -0.037568	   -0.055096	   -0.092664	   -0.007147	   -0.016571	   -0.023718	    0.013792	   -0.002653	    0.011139	   -0.001843	    0.008244	    0.006400	   -0.004111	    0.003106	   -0.001005	   -0.001052	    0.001766	    0.000714	    0.004651	    0.010764	    0.015415	   -0.004677	    0.019234	    0.014558	   -0.087367	   -0.072767	   -0.160134	    0.029351	    0.012358	    0.041709	    0.006743	    0.008342	    0.015085	   -0.009524	    0.002034	   -0.007490	   -0.006133	    0.002417	   -0.003716	   -0.003961	    0.000050	   -0.003911	    0.008874	    0.017284	    0.026158	   -0.019510	   -0.013978	   -0.033487
     1.350	0	0	    0	   -0.003711	    0.013110	    0.009399	   -0.003523	   -0.004618	   -0.008141	   -0.001537	    0.002055	    0.000518	   -0.003086	    0.003237	    0.000151	    0.000164	    0.003603	    0.003767	   -0.027907	   -0.011321	   -0.039228	   -0.040658	   -0.060846	   -0.101504	   -0.029435	    0.001935	   -0.027500	   -0.002528	   -0.000243	   -0.002771	   -0.003424	    0.007122	    0.003698	   -0.005055	    0.002259	   -0.002796	   -0.003235	    0.001917	   -0.001317	    0.001283	    0.010151	    0.011434	   -0.007139	    0.018600	    0.011461	   -0.112043	   -0.078079	   -0.190122	   -0.016453	    0.023543	    0.007090	   -0.001649	    0.013095	    0.011446	   -0.011990	    0.001113	   -0.010877	   -0.006396	    0.002523	   -0.003873	   -0.004417	   -0.002178	   -0.006594	    0.007908	    0.014784	    0.022691	   -0.051870	   -0.017651	   -0.069521
